Item Status,Item,Cert Number,Grade Issuer,Grade,Autograph Grade,Year,Set,Card Number,Subject,Variety,Serial,Category,My Cost,PSA Estimate,Gain/Loss,My Value,Date Acquired,Source,My Notes,Vault Status,Vaulted Date,Days Vaulted,Listing Status,Listing Date,Listing Price,Sold Status,Sold On,Sold Date,Sold Price,Sold Fees,Sold Proceeds,Payment Date
Active,2024 PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS #H1 CAITLIN CLARK PANINI,132272766,PSA,9,-,2024,PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS,H1,CAITLIN CLARK,PANINI,-,-,25,32.21,7.210000000000001,-,12/12/2025,Break,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 BOWMAN UNIVERSITY INCEPTION #68 CAITLIN CLARK AQUA V2 FOIL 48/199,132272777,PSA,9,-,2022,BOWMAN UNIVERSITY INCEPTION,68,CAITLIN CLARK,AQUA V2 FOIL,48/199,-,147,108.61,-38.39,-,12/12/2025,Other auction / marketplace,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI PRIZM #12 AARON GORDON KING SNAKE,132272793,PSA,10,-,2023,PANINI PRIZM,12,AARON GORDON,KING SNAKE,-,-,61,-,-,-,12/19/2025,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION RAZZLE DAZZLE #RD1 CAITLIN CLARK,132272769,PSA,10,-,2024,PANINI CAITLIN CLARK COLLECTION RAZZLE DAZZLE,RD1,CAITLIN CLARK,-,-,-,25,89.61,64.61,-,12/12/2025,Break,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM WNBA #145 CAITLIN CLARK,132272752,PSA,8,-,2024,PANINI PRIZM WNBA,145,CAITLIN CLARK,-,-,-,-,-,-,35,-,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI INSTANT WNBA THE LOGO #TL15 CAITLIN CLARK,132272780,PSA,10,-,2024,PANINI INSTANT WNBA THE LOGO,TL15,CAITLIN CLARK,-,-,-,118,316.16,198.16000000000003,-,12/12/2025,eBay,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2016 PANINI REVOLUTION #48 NIKOLA JOKIC INFINITE,132272791,PSA,8,-,2016,PANINI REVOLUTION,48,NIKOLA JOKIC,INFINITE,-,-,-,127.06,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS #H14 CAITLIN CLARK PANINI,132272763,PSA,8,-,2024,PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS,H14,CAITLIN CLARK,PANINI,-,-,-,40.45,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI SELECT WNBA #72 CAITLIN CLARK,132272751,PSA,10,-,2024,PANINI SELECT WNBA,72,CAITLIN CLARK,-,-,-,-,89.93,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION ARTISTIC SELECTION #AS2 CAITLIN CLARK,132272773,PSA,9,-,2024,PANINI CAITLIN CLARK COLLECTION ARTISTIC SELECTION,AS2,CAITLIN CLARK,-,-,-,-,22.49,-,-,-,-,-,Vaulted,01/03/2026,101,Fixed Price,04/10/2026,27,-,eBay,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS RATED PROSPECT #2 PAIGE BUECKERS ORANGE ICE,132272785,PSA,9,-,2024,PANINI PRIZM DRAFT PICKS RATED PROSPECT,2,PAIGE BUECKERS,ORANGE ICE,-,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS PRIZM BREAK #13 CAITLIN CLARK,132272758,PSA,10,-,2024,PANINI PRIZM DRAFT PICKS PRIZM BREAK,13,CAITLIN CLARK,-,-,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI HOOPS PREMIUM STOCK RETRO NET MARVELS #11 NIKOLA JOKIC,132272794,PSA,9,-,2023,PANINI HOOPS PREMIUM STOCK RETRO NET MARVELS,11,NIKOLA JOKIC,-,-,-,-,88.26,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM MONOPOLY WNBA INSERT #27 CAITLIN CLARK,132272761,PSA,10,-,2024,PANINI PRIZM MONOPOLY WNBA INSERT,27,CAITLIN CLARK,-,-,-,31,51.02,20.020000000000003,-,12/12/2025,eBay,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS #H8 CAITLIN CLARK VORTEX 29/399,132272768,PSA,8,-,2024,PANINI CAITLIN CLARK COLLECTION HIGHLIGHTS,H8,CAITLIN CLARK,VORTEX,29/399,-,-,21.98,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS #57 CAITLIN CLARK VARIATION-RED ICE,132272796,PSA,9,-,2024,PANINI PRIZM DRAFT PICKS,57,CAITLIN CLARK,VARIATION-RED ICE,-,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 BOWMAN CHROME UNIVERSITY 2009 BOWMAN #09B30 CAITLIN CLARK,132272775,PSA,8,-,2022,BOWMAN CHROME UNIVERSITY 2009 BOWMAN,09B30,CAITLIN CLARK,-,-,-,31,26.18,-4.82,-,12/12/2025,eBay,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM WNBA #127 CAMERON BRINK BLUE VELOCITY,132272786,PSA,8,-,2024,PANINI PRIZM WNBA,127,CAMERON BRINK,BLUE VELOCITY,-,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS STUDENT ORIENTATION #22 CAITLIN CLARK SILVER PRIZM,132272757,PSA,10,-,2024,PANINI PRIZM DRAFT PICKS STUDENT ORIENTATION,22,CAITLIN CLARK,SILVER PRIZM,-,-,23,-,-,-,-,Other,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI PRIZM MONOPOLY MONEY #M7 NIKOLA JOKIC BLACK,132272789,PSA,5,-,2022,PANINI PRIZM MONOPOLY MONEY,M7,NIKOLA JOKIC,BLACK,-,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 BOWMAN UNIVERSITY CHROME #90 PAIGE BUECKERS PINK REFRACTOR,132272782,PSA,10,-,2023,BOWMAN UNIVERSITY CHROME,90,PAIGE BUECKERS,PINK REFRACTOR,-,-,43,125.26,82.26,-,12/12/2025,eBay,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS #57 CAITLIN CLARK VARIATION-GREEN PRIZM,132272754,PSA,9,-,2024,PANINI PRIZM DRAFT PICKS,57,CAITLIN CLARK,VARIATION-GREEN PRIZM,-,-,-,-,-,-,-,-,-,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2015 PANINI EXCALIBUR #199 NIKOLA JOKIC,132272790,PSA,8,-,2015,PANINI EXCALIBUR,199,NIKOLA JOKIC,-,-,-,170,128.63,-41.370000000000005,-,-,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM WNBA #145 CAITLIN CLARK BLUE VELOCITY,132272753,PSA,7,-,2024,PANINI PRIZM WNBA,145,CAITLIN CLARK,BLUE VELOCITY,-,-,150,-,-,-,12/12/2025,eBay,includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM WNBA FRACTAL #1 CAITLIN CLARK GREEN PRIZM,128638151,PSA,10,-,2024,PANINI PRIZM WNBA FRACTAL,1,CAITLIN CLARK,GREEN PRIZM,-,-,179,-,-,-,01/26/2026,eBay,Includes shipping and tax,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD #20 NIKOLA JOKIC NATIONAL SPARKLE 3/45,149237665,PSA,10,-,2025,PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD,20,NIKOLA JOKIC,NATIONAL SPARKLE,3/45,-,42,-,-,-,04/06/2026,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI DONRUSS WNBA CRUNCH TIME #19 PAIGE BUECKERS DIAMOND,149237656,PSA,9,-,2025,PANINI DONRUSS WNBA CRUNCH TIME,19,PAIGE BUECKERS,DIAMOND,-,-,90,-,-,-,04/06/2026,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI SELECT #175 STEPHON CASTLE PURPLE CRACKED ICE 35/99,149237666,PSA,10,-,2024,PANINI SELECT,175,STEPHON CASTLE,PURPLE CRACKED ICE,35/99,-,25,-,-,-,04/06/2026,Break,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI DONRUSS WNBA #86 PAIGE BUECKERS HOLO,149237655,PSA,6,-,2025,PANINI DONRUSS WNBA,86,PAIGE BUECKERS,HOLO,-,-,25,-,-,-,04/06/2026,Break,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI INSTANT WNBA SUPERNOVA #SN-2 PAIGE BUECKERS,149237657,PSA,10,-,2025,PANINI INSTANT WNBA SUPERNOVA,SN-2,PAIGE BUECKERS,-,-,-,35,-,-,-,04/06/2026,Other,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 TOPPS COMIC COURT #CC-4 NIKOLA JOKIC,149237664,PSA,7,-,2025,TOPPS COMIC COURT,CC-4,NIKOLA JOKIC,-,-,-,160,-,-,-,04/06/2026,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI INSTANT WNBA SUPERNOVA #SN-1 CAITLIN CLARK,149237658,PSA,10,-,2025,PANINI INSTANT WNBA SUPERNOVA,SN-1,CAITLIN CLARK,-,-,-,35,-,-,-,04/06/2026,Other,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION DONRUSS #3 CAITLIN CLARK POINTED STARS 163/299,149237648,PSA,10,-,2024,PANINI CAITLIN CLARK COLLECTION DONRUSS,3,CAITLIN CLARK,POINTED STARS,163/299,-,25,152.75,127.75,-,04/06/2026,Break,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2020 PANINI FLUX #43 NIKOLA JOKIC GOLD MOJO 4/10,149237663,PSA,10,-,2020,PANINI FLUX,43,NIKOLA JOKIC,GOLD MOJO,4/10,-,110,252.19,142.19,-,04/06/2026,eBay,Includes grading cost,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI PRIZM DRAFT PICKS WIDESCREEN #6 CAITLIN CLARK,149237661,PSA,10,-,2024,PANINI PRIZM DRAFT PICKS WIDESCREEN,6,CAITLIN CLARK,-,-,-,35,-,-,-,04/06/2026,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI INSTANT WNBA THE LOGO #7 PAIGE BUECKERS,149237651,PSA,10,-,2025,PANINI INSTANT WNBA THE LOGO,7,PAIGE BUECKERS,-,-,-,35,-,-,-,04/06/2026,Other,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION DONRUSS #5 CAITLIN CLARK VORTEX 80/399,149237649,PSA,8,-,2024,PANINI CAITLIN CLARK COLLECTION DONRUSS,5,CAITLIN CLARK,VORTEX,80/399,-,35,22.25,-12.75,-,04/06/2026,Break,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD #CC CAITLIN CLARK PANINI,149237660,PSA,10,-,2025,PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD,CC,CAITLIN CLARK,PANINI,-,-,105,-,-,-,04/06/2026,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 TOPPS NOW OLYMPIC GAMES #4 LeBRON JAMES,149237668,PSA,10,-,2024,TOPPS NOW OLYMPIC GAMES,4,LeBRON JAMES,-,-,-,-,35.87,-,-,-,-,-,Vaulted,04/07/2026,7,Fixed Price,04/14/2026,34,-,eBay,-,-,-,-,-
Active,2025 PANINI INSTANT WNBA AWARD WINNERS #ROY PAIGE BUECKERS,149237653,PSA,10,-,2025,PANINI INSTANT WNBA AWARD WINNERS,ROY,PAIGE BUECKERS,-,-,-,35,-,-,-,04/06/2026,Other,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI INSTANT WNBA AWARD WINNERS #ROY PAIGE BUECKERS,149237654,PSA,9,-,2025,PANINI INSTANT WNBA AWARD WINNERS,ROY,PAIGE BUECKERS,-,-,-,35,-,-,-,04/06/2026,Other,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI INSTANT WNBA THE LOGO #26 CAITLIN CLARK,149237652,PSA,10,-,2025,PANINI INSTANT WNBA THE LOGO,26,CAITLIN CLARK,-,-,-,35,-,-,-,04/06/2026,Other,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2025 PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD #1 CAITLIN CLARK PANINI,149237659,PSA,10,-,2025,PANINI NATIONAL SPORTS COLLECTORS CONVENTION VIP GOLD,1,CAITLIN CLARK,PANINI,-,-,75,-,-,-,04/06/2026,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2015 PANINI SELECT #128 NIKOLA JOKIC,149237669,PSA,9,-,2015,PANINI SELECT,128,NIKOLA JOKIC,-,-,-,200,229.91,29.909999999999997,-,04/06/2026,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2022 PANINI THE NATIONAL CASE BREAKER #CB13 NIKOLA JOKIC 47/199,149237662,PSA,10,-,2022,PANINI THE NATIONAL CASE BREAKER,CB13,NIKOLA JOKIC,-,47/199,-,45,45.63,0.6300000000000026,-,04/06/2026,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2023 PANINI DONRUSS NET MARVELS #17 SHAI GILGEOUS-ALEXANDER PRESS PROOF,149237667,PSA,9,-,2023,PANINI DONRUSS NET MARVELS,17,SHAI GILGEOUS-ALEXANDER,PRESS PROOF,-,-,35,11.78,-23.22,-,04/06/2026,eBay,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI CAITLIN CLARK COLLECTION DONRUSS #7 CAITLIN CLARK VORTEX 290/399,149237650,PSA,10,-,2024,PANINI CAITLIN CLARK COLLECTION DONRUSS,7,CAITLIN CLARK,VORTEX,290/399,-,25,85.11,60.11,-,04/06/2026,Break,Includes grading,Unvaulted,-,-,-,-,-,-,-,-,-,-,-,-
Active,2024 PANINI REVOLUTION AUTOGRAPHS #AUITS ISIAH THOMAS CHINESE NEW YEAR HOLO GOLD 5/8,149237670,PSA,8,-,2024,PANINI REVOLUTION AUTOGRAPHS,AUITS,ISIAH THOMAS,CHINESE NEW YEAR HOLO GOLD,5/8,-,-,-,-,-,-,-,-,Vaulted,04/07/2026,7,Auction,04/06/2026,65,Processing Payment,eBay,-,65,-,-,-
Sold,2018 PANINI COURT KINGS #122 MICHAEL PORTER JR.,62265017,PSA,8,-,2018,PANINI COURT KINGS,122,MICHAEL PORTER JR.,-,-,-,15,11.26,-3.74,-,04/03/2024,-,price includes shipping ,-,-,-,-,-,-,-,-,-,-,-,-,-
Sold,2023 PANINI SELECT #44 TYRESE MAXEY RED CRACKED ICE,97403288,PSA,10,-,2023,PANINI SELECT,44,TYRESE MAXEY,RED CRACKED ICE,-,-,-,18.55,-,-,-,-,-,-,-,-,Auction,11/03/2024,0.99,Sold,eBay,11/15/2024,15.5,5,10.5,11/16/2024
Sold,2024 TOPPS NOW OLYMPIC GAMES #4 LeBRON JAMES,97403308,PSA,10,-,2024,TOPPS NOW OLYMPIC GAMES,4,LeBRON JAMES,-,-,-,-,35.87,-,-,-,-,-,-,-,-,Auction,11/03/2024,0.99,Sold,eBay,11/10/2024,13.6,5,8.6,11/10/2024
Sold,2018 PANINI CHRONICLES #162 SHAI GILGEOUS-ALEXANDER,97403298,PSA,9,-,2018,PANINI CHRONICLES,162,SHAI GILGEOUS-ALEXANDER,-,-,-,-,34.22,-,-,-,-,-,-,-,-,Auction,10/31/2024,0.99,Sold,eBay,11/07/2024,13,5,8,11/07/2024
Sold,1993 FINEST MAIN ATTRACTION #4 SCOTTIE PIPPEN,97403303,PSA,8,-,1993,FINEST MAIN ATTRACTION,4,SCOTTIE PIPPEN,-,-,-,17,20.2,3.1999999999999993,-,-,Other auction / marketplace,-,-,-,-,Auction,11/04/2024,0.99,Sold,eBay,11/11/2024,6.06,5,1.06,11/11/2024
Sold,2020 PANINI CHRONICLES #591 TYRESE HALIBURTON,97403292,PSA,10,-,2020,PANINI CHRONICLES,591,TYRESE HALIBURTON,-,-,-,-,39.11,-,-,-,-,-,-,-,-,Auction,11/02/2024,0.99,Sold,eBay,11/09/2024,21.5,5,16.5,11/10/2024
Sold,2018 PANINI CHRONICLES #620 JALEN BRUNSON,97403287,PSA,9,-,2018,PANINI CHRONICLES,620,JALEN BRUNSON,-,-,-,-,12.58,-,-,-,-,-,-,-,-,Auction,11/04/2024,0.99,Sold,eBay,11/13/2024,11.5,5,6.5,11/13/2024
Sold,2020 PANINI PRIZM INSTANT IMPACT #9 TYRESE HALIBURTON GREEN PRIZM,97403291,PSA,10,-,2020,PANINI PRIZM INSTANT IMPACT,9,TYRESE HALIBURTON,GREEN PRIZM,-,-,-,23.35,-,-,-,-,-,-,-,-,Auction,11/04/2024,0.99,Sold,eBay,11/11/2024,18.01,5,13.01,11/11/2024
Sold,1993 STADIUM CLUB #1 MICHAEL JORDAN,97403310,PSA,9,-,1993,STADIUM CLUB,1,MICHAEL JORDAN,-,-,-,17,40.43,23.43,-,-,-,-,-,-,-,Auction,11/04/2024,0.99,Sold,eBay,11/12/2024,15.38,5,10.38,11/12/2024
Sold,2018 PANINI DONRUSS OPTIC #179 JALEN BRUNSON,97403286,PSA,10,-,2018,PANINI DONRUSS OPTIC,179,JALEN BRUNSON,-,-,-,-,75.57,-,-,-,-,-,-,-,-,Auction,11/03/2024,0.99,Sold,eBay,11/10/2024,55,8.8,46.2,11/10/2024
Sold,2018 PANINI CHRONICLES #162 SHAI GILGEOUS-ALEXANDER PINK,97403297,PSA,9,-,2018,PANINI CHRONICLES,162,SHAI GILGEOUS-ALEXANDER,PINK,-,-,-,43.25,-,-,-,-,-,-,-,-,Auction,11/03/2024,0.99,Sold,eBay,11/10/2024,15.5,5,10.5,11/09/2024
Sold,2018 PANINI HOOPS #262 SHAI GILGEOUS-ALEXANDER,97403300,PSA,10,-,2018,PANINI HOOPS,262,SHAI GILGEOUS-ALEXANDER,-,-,-,22,120.4,98.4,-,-,-,-,-,-,-,Auction,11/04/2024,0.99,Sold,eBay,11/11/2024,31.57,5.05,26.52,11/12/2024
Sold,2020 PANINI FLUX #39 JALEN BRUNSON BLACK PULSAR,97403285,PSA,10,-,2020,PANINI FLUX,39,JALEN BRUNSON,BLACK PULSAR,-,-,-,13.04,-,-,-,-,-,-,-,-,Auction,11/03/2024,0.99,Sold,eBay,11/10/2024,14.23,5,9.23,11/09/2024
Sold,2020 PANINI ILLUSIONS #101 LeBRON JAMES TROPHY COLLECTION EMERALD,97403318,PSA,10,-,2020,PANINI ILLUSIONS,101,LeBRON JAMES,TROPHY COLLECTION EMERALD,-,-,-,26.54,-,-,-,-,-,-,-,-,Auction,11/03/2024,0.99,Sold,eBay,11/10/2024,23.5,5,18.5,11/10/2024
Sold,2018 PANINI CHRONICLES #195 SHAI GILGEOUS-ALEXANDER,97403299,PSA,8,-,2018,PANINI CHRONICLES,195,SHAI GILGEOUS-ALEXANDER,-,-,-,-,14.23,-,-,-,-,-,-,-,-,Auction,11/03/2024,0.99,Sold,eBay,11/10/2024,5.5,5,0.5,11/13/2024
Sold,2020 PANINI PRIZM INSTANT IMPACT #1 ANTHONY EDWARDS,97403295,PSA,9,-,2020,PANINI PRIZM INSTANT IMPACT,1,ANTHONY EDWARDS,-,-,-,-,28.89,-,-,-,-,-,-,-,-,Auction,11/03/2024,0.99,Sold,eBay,11/10/2024,11.5,5,6.5,11/10/2024
Sold,1991 UPPER DECK #77 LARRY BIRD CELTICS CHECKLIST,97403315,PSA,9,-,1991,UPPER DECK,77,LARRY BIRD,CELTICS CHECKLIST,-,-,17,11.3,-5.699999999999999,-,-,Other auction / marketplace,-,-,-,-,Auction,11/04/2024,0.99,Sold,eBay,11/11/2024,6.27,5,1.27,11/11/2024
Sold,1997 ULTRA #60G ALONZO MOURNING GOLD MEDALLION,97403305,PSA,9,-,1997,ULTRA,60G,ALONZO MOURNING,GOLD MEDALLION,-,-,-,21.37,-,-,-,-,-,-,-,-,Auction,11/04/2024,0.99,Sold,eBay,11/12/2024,16.5,5,11.5,11/12/2024
Sold,1993 FINEST #89 HORACE GRANT REFRACTOR,97403302,PSA,8,-,1993,FINEST,89,HORACE GRANT,REFRACTOR,-,-,17,40.25,23.25,-,-,Private sale,-,-,-,-,Auction,11/04/2024,0.99,Sold,eBay,11/11/2024,22.99,5,17.99,11/12/2024
Sold,2022 PANINI FLUX #62 JAYLEN BROWN SOLAR ECLIPSE 44/49,97403290,PSA,9,-,2022,PANINI FLUX,62,JAYLEN BROWN,SOLAR ECLIPSE,44/49,-,-,23.35,-,-,-,-,-,-,-,-,Fixed Price,03/05/2025,22.5,Sold,eBay,03/10/2025,22.5,5,17.5,03/11/2025
Sold,2020 PANINI CHRONICLES #528 ANTHONY EDWARDS,97403275,PSA,8,-,2020,PANINI CHRONICLES,528,ANTHONY EDWARDS,-,-,-,-,13.58,-,-,-,-,-,-,-,-,Auction,11/24/2024,0.99,Sold,eBay,12/07/2024,4.13,4.13,0,12/08/2024
Sold,2018 PANINI PRIZM EMERGENT #11 SHAI GILGEOUS-ALEXANDER,97403296,PSA,8,-,2018,PANINI PRIZM EMERGENT,11,SHAI GILGEOUS-ALEXANDER,-,-,-,-,7.36,-,-,-,-,-,-,-,-,Auction,11/03/2024,0.99,Sold,eBay,11/10/2024,5.11,5,0.11,11/09/2024
Sold,2021 PANINI SELECT 75 YEARS OF THE NBA #59 ANTHONY EDWARDS,97403274,PSA,9,-,2021,PANINI SELECT 75 YEARS OF THE NBA,59,ANTHONY EDWARDS,-,-,-,-,18.54,-,-,-,-,-,-,-,-,Auction,11/03/2024,0.99,Sold,eBay,11/10/2024,8.47,5,3.47,11/13/2024
Sold,2018 PANINI PRIZM FRESHMAN PHENOMS #15 SHAI GILGEOUS-ALEXANDER,97488425,PSA,10,-,2018,PANINI PRIZM FRESHMAN PHENOMS,15,SHAI GILGEOUS-ALEXANDER,-,-,-,-,54.58,-,-,-,-,-,-,-,-,Auction,11/02/2024,29.99,Sold,eBay,11/09/2024,29.99,5,24.99,11/10/2024
Sold,2022 PANINI FLUX FADE TO BLACK #13 STEPHEN CURRY,97488421,PSA,9,-,2022,PANINI FLUX FADE TO BLACK,13,STEPHEN CURRY,-,-,-,20,33.17,13.170000000000002,-,08/26/2024,Other,-,-,-,-,Fixed Price,05/31/2025,45,Sold,eBay,07/12/2025,32,7.16,24.84,07/15/2025
Sold,2024 PANINI CAITLIN CLARK COLLECTION ARTISTIC SELECTION #AS2 CAITLIN CLARK,97488418,PSA,10,-,2024,PANINI CAITLIN CLARK COLLECTION ARTISTIC SELECTION,AS2,CAITLIN CLARK,-,-,-,-,70.96,-,-,-,-,-,-,-,-,Fixed Price,12/13/2024,65,Sold,eBay,12/14/2024,65,10.4,54.6,12/15/2024
Sold,2024 PANINI CAITLIN CLARK COLLECTION RAZZLE DAZZLE #RD2 CAITLIN CLARK,97488414,PSA,9,-,2024,PANINI CAITLIN CLARK COLLECTION RAZZLE DAZZLE,RD2,CAITLIN CLARK,-,-,-,18,31.4,13.399999999999999,-,10/31/2024,Break,personally graded,-,-,-,-,-,-,-,-,-,-,-,-,-
Sold,2018 PANINI STATUS #186 MICHAEL PORTER JR.,51111481,PSA,10,-,2018,PANINI STATUS,186,MICHAEL PORTER JR.,-,-,-,7,15.37,8.37,-,12/17/2024,Private sale,"sold $11
",-,-,-,-,-,-,-,-,-,-,-,-,-
Sold,2018 PANINI SELECT #134 MICHAEL PORTER JR. TRI-COLOR PRIZM,62347450,PSA,9,-,2018,PANINI SELECT,134,MICHAEL PORTER JR.,TRI-COLOR PRIZM,-,-,10,10.54,0.5399999999999991,-,12/17/2024,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sold,2023 PANINI HAUNTED HOOPS #1 NIKOLA JOKIC HOLO CANDY,99703153,PSA,9,-,2023,PANINI HAUNTED HOOPS,1,NIKOLA JOKIC,HOLO CANDY,-,-,32,23.98,-8.02,-,12/24/2024,eBay,includes shipping ,-,-,-,-,-,-,-,-,-,-,-,-,-
Sold,2023 PANINI PRIZM #116 MICHAEL PORTER JR. SNAKESKIN PRIZM,93640478,PSA,10,-,2023,PANINI PRIZM,116,MICHAEL PORTER JR.,SNAKESKIN PRIZM,-,-,66,68.36,2.3599999999999994,-,02/18/2025,eBay,includes shipping ,-,-,-,-,-,-,-,-,-,-,-,-,-
Sold,2024 PANINI PRIZM MONOPOLY WNBA INSERT #27 CAITLIN CLARK,120961540,PSA,9,-,2024,PANINI PRIZM MONOPOLY WNBA INSERT,27,CAITLIN CLARK,-,-,-,-,23.12,-,-,-,-,-,-,-,-,Fixed Price,09/04/2025,24,Sold,PSA,09/04/2025,24,0,24,09/03/2025
Sold,2024 PANINI PRIZM MONOPOLY WNBA INSERT #27 CAITLIN CLARK,132272762,PSA,9,-,2024,PANINI PRIZM MONOPOLY WNBA INSERT,27,CAITLIN CLARK,-,-,-,-,23.12,-,-,-,-,-,-,-,-,Fixed Price,01/17/2026,25,Sold,eBay,01/19/2026,25,6.25,18.75,01/29/2026
Sold,2024 PANINI CAITLIN CLARK COLLECTION ARTISTIC SELECTION #AS2 CAITLIN CLARK,132272774,PSA,9,-,2024,PANINI CAITLIN CLARK COLLECTION ARTISTIC SELECTION,AS2,CAITLIN CLARK,-,-,-,23,22.49,-0.5100000000000016,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Sold,2024 PANINI CAITLIN CLARK COLLECTION FEARLESS #F1 CAITLIN CLARK,132272770,PSA,9,-,2024,PANINI CAITLIN CLARK COLLECTION FEARLESS,F1,CAITLIN CLARK,-,-,-,-,26.33,-,-,-,-,-,-,-,-,Fixed Price,01/17/2026,26,Sold,eBay,03/19/2026,26,6.38,19.62,03/20/2026
